# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_upstream_gene_variant
PTGER3	PTGER3	NM_198719.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PTK2	PTK2	NM_001352702.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTK7	PTK7	NM_002821.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTN	PTN	NM_002825.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PTPN11	PTPN11	NM_002834.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPN22	PTPN22	NM_015967.8	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRA	PTPRA	NM_001385305.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRE	PTPRE	NM_006504.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRG	PTPRG	NM_002841.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRH	PTPRH	NM_002842.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRJ	PTPRJ	NM_002843.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRK	PTPRK	NM_002844.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTPRN2	PTPRN2	NM_002847.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PTPRT	PTPRT	NM_007050.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PVALEF	PVALEF	NM_001354639.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PWP1	PWP1	NM_007062.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PXN	PXN	NM_001385981.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PYCR1	PYCR1	NM_006907.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PYGO1	PYGO1	NM_001367806.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RAB10	RAB10	NM_016131.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB11FIP1	RAB11FIP1	NM_001002814.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB12	RAB12	NM_001025300.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RAB1B	RAB1B	NM_030981.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RAB22A	RAB22A	NM_020673.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB2B	RAB2B	NM_032846.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB3D	RAB3D	NM_004283.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB3GAP2	RAB3GAP2	NM_012414.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAB6A	RAB6A	NM_198896.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RABEP2	RABEP2	NM_024816.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RABGAP1L	RABGAP1L	NM_001366446.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RABGEF1	RABGEF1	NM_014504.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAD51D	RAD51D	NM_002878.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAD52	RAD52	NM_134424.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAD54B	RAD54B	NM_012415.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RAD54L	RAD54L	NM_003579.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RALA	RALA	NM_005402.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RALGDS	RALGDS	NM_006266.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RANBP2	RANBP2	NM_006267.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RANGRF	RANGRF	NM_016492.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RAP1GAP2	RAP1GAP2	NM_015085.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RAPGEF4	RAPGEF4	NM_007023.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RARS1	RARS1	NM_002887.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RASAL2	RASAL2	NM_170692.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RASEF	RASEF	NM_152573.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RASGEF1A	RASGEF1A	NM_145313.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RASGEF1C	RASGEF1C	NM_175062.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RBFOX1	RBFOX1	NM_018723.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RBFOX1	RBFOX1	NM_145893.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RBM27	RBM27	NM_018989.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RBM39	RBM39	NM_184234.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
RBM6	RBM6	NM_005777.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RBMS1	RBMS1	NM_016836.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
RBMXL1	RBMXL1	NM_001162536.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RBPMS2	RBPMS2	NM_194272.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RBX1	RBX1	NM_014248.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RC3H1	RC3H1	NM_172071.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RCBTB1	RCBTB1	NM_018191.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RCVRN	RCVRN	NM_002903.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RDH13	RDH13	NM_001145971.2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
RDX	RDX	NM_002906.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
REEP2	REEP2	NM_001271803.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
REEP3	REEP3	NM_001001330.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RELCH	RELCH	NM_001346231.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RELN	RELN	NM_005045.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
REPS2	REPS2	NM_004726.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RERE	RERE	NM_001042681.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RETN	RETN	NM_020415.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RFC1	RFC1	NM_002913.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RFPL1	RFPL1	NM_021026.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RFX3	RFX3	NM_001282116.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RGL2	RGL2	NM_004761.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RGS12	RGS12	NM_001394154.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RGS22	RGS22	NM_015668.5	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
RGS5	RGS5	NM_003617.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RGS7	RGS7	NM_001364886.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RHBDL3	RHBDL3	NM_138328.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RHD	RHD	NM_016124.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RHOBTB3	RHOBTB3	NM_014899.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RIF1	RIF1	NM_018151.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RIIAD1	RIIAD1	NM_001144956.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RIMKLA	RIMKLA	NM_173642.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RIMS2	RIMS2	NM_001348484.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RIN2	RIN2	NM_018993.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RIPK1	RIPK1	NM_001354930.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RIPPLY3	RIPPLY3	NM_018962.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RIT2	RIT2	NM_002930.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RMND5A	RMND5A	NM_022780.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF125	RNF125	NM_017831.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF138	RNF138	NM_016271.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF139	RNF139	NM_007218.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF175	RNF175	NM_173662.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF185	RNF185	NM_152267.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF207	RNF207	NM_207396.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
RNF214	RNF214	NM_207343.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF227	RNF227	NM_001358699.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNF31	RNF31	NM_017999.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNF34	RNF34	NM_025126.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNFT2	RNFT2	NM_001382266.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RNH1	RNH1	NM_203387.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNPEP	RNPEP	NM_020216.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RNPEPL1	RNPEPL1	NM_018226.6	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ROBO1	ROBO1	NM_002941.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ROGDI	ROGDI	NM_024589.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ROMO1	ROMO1	NM_080748.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ROPN1L	ROPN1L	NM_031916.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ROR2	ROR2	NM_004560.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ROS1	ROS1	NM_001378902.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RPF2	RPF2	NM_032194.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RPH3AL	RPH3AL	NM_006987.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RPL10A	RPL10A	NM_007104.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RPL23	RPL23	NM_000978.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RPL30	RPL30	NM_000989.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RPL3L	RPL3L	NM_005061.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RPL4	RPL4	NM_000968.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RPL41	RPL41	NM_001035267.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RPS10	RPS10	NM_001014.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RPS16	RPS16	NM_001020.6	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RPS6KA1	RPS6KA1	NM_002953.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RPS6KA5	RPS6KA5	NM_004755.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RPS6KC1	RPS6KC1	NM_012424.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
RPSA2	RPSA2	NM_001355283.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RPTOR	RPTOR	NM_020761.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
RSPO2	RSPO2	NM_178565.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RSPO4	RSPO4	NM_001029871.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RSRC1	RSRC1	NM_001271838.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RTF1	RTF1	NM_015138.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RTN3	RTN3	NM_001265589.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RTN4RL1	RTN4RL1	NM_178568.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RTN4RL2	RTN4RL2	NM_178570.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RTP5	RTP5	NM_173821.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RTTN	RTTN	NM_173630.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RUBCN	RUBCN	NM_014687.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RUBCNL	RUBCNL	NM_025113.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RUFY1	RUFY1	NM_025158.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RUFY3	RUFY3	NM_001037442.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
RUNX1	RUNX1	NM_001754.5	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0
RUNX1T1	RUNX1T1	NM_175634.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
RUSF1	RUSF1	NM_022744.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RUVBL2	RUVBL2	NM_006666.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RXRA	RXRA	NM_002957.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RYR2	RYR2	NM_001035.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0
S100A10	S100A10	NM_002966.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
S100A2	S100A2	NM_005978.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
S100Z	S100Z	NM_130772.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SAE1	SAE1	NM_005500.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SAGSIN1	SAGSIN1	NM_001395995.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SAMHD1	SAMHD1	NM_015474.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SANBR	SANBR	NM_001129993.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SAP130	SAP130	NM_001330301.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SARDH	SARDH	NM_001134707.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SART1	SART1	NM_005146.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SASH1	SASH1	NM_015278.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SBF1	SBF1	NM_002972.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SBNO1	SBNO1	NM_001167856.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCAF8	SCAF8	NM_014892.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SCAI	SCAI	NM_001144877.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCARA5	SCARA5	NM_173833.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SCARB1	SCARB1	NM_005505.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SCD5	SCD5	NM_001037582.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCHIP1	SCHIP1	NM_014575.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCMH1	SCMH1	NM_001394311.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCN1A	SCN1A	NM_001165963.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCN3A	SCN3A	NM_006922.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCN5A	SCN5A	NM_000335.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCN5A	SCN5A	NM_001099404.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCPEP1	SCPEP1	NM_021626.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCTR	SCTR	NM_002980.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SCYGR8	SCYGR8	NM_001395409.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SDC4	SDC4	NM_002999.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SDF2L1	SDF2L1	NM_022044.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SDHB	SDHB	NM_003000.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SDHD	SDHD	NM_003002.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SDK1	SDK1	NM_152744.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SDK2	SDK2	NM_001144952.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
SDR16C5	SDR16C5	NM_138969.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SEC11A	SEC11A	NM_014300.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEC23IP	SEC23IP	NM_007190.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEC61A1	SEC61A1	NM_013336.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SEL1L2	SEL1L2	NM_025229.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SEL1L3	SEL1L3	NM_015187.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SELENBP1	SELENBP1	NM_003944.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SELENOI	SELENOI	NM_033505.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEMA3D	SEMA3D	NM_001384900.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEMA4B	SEMA4B	NM_198925.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SEMA6A	SEMA6A	NM_020796.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEMA6B	SEMA6B	NM_032108.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SENP2	SENP2	NM_021627.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SENP5	SENP5	NM_152699.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SENP6	SENP6	NM_015571.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEPTIN7	SEPTIN7	NM_001788.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SEPTIN9	SEPTIN9	NM_001113491.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
SEPTIN9	SEPTIN9	NM_006640.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
SERPINA9	SERPINA9	NM_175739.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SERPINB5	SERPINB5	NM_002639.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SETD1B	SETD1B	NM_001353345.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SEZ6L	SEZ6L	NM_021115.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SEZ6L2	SEZ6L2	NM_001243332.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SF3A1	SF3A1	NM_005877.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SF3A3	SF3A3	NM_006802.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
SF3B4	SF3B4	NM_005850.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SFI1	SFI1	NM_001007467.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SFMBT1	SFMBT1	NM_016329.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SGCD	SGCD	NM_000337.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SGCG	SGCG	NM_000231.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SGK1	SGK1	NM_001143676.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SGK3	SGK3	NM_001033578.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SGSM1	SGSM1	NM_001098497.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SGTA	SGTA	NM_003021.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SH2B2	SH2B2	NM_001359228.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SH2B3	SH2B3	NM_005475.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SH3BP2	SH3BP2	NM_001122681.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SH3BP4	SH3BP4	NM_014521.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SH3D19	SH3D19	NM_001378122.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SH3D21	SH3D21	NM_001162530.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SH3PXD2A	SH3PXD2A	NM_001394015.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SH3RF3	SH3RF3	NM_001099289.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SHANK2	SHANK2	NM_012309.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SHISA7	SHISA7	NM_001145176.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
SHISA9	SHISA9	NM_001145204.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SHISAL1	SHISAL1	NM_001099294.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SHLD1	SHLD1	NM_152504.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SIGLEC10	SIGLEC10	NM_033130.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SIPA1L1	SIPA1L1	NM_001386936.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SIPA1L3	SIPA1L3	NM_015073.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SIRPD	SIRPD	NM_178460.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SIRT1	SIRT1	NM_012238.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SIRT3	SIRT3	NM_012239.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SKA1	SKA1	NM_145060.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SKAP1	SKAP1	NM_003726.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC12A8	SLC12A8	NM_024628.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
SLC13A2	SLC13A2	NM_003984.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC15A1	SLC15A1	NM_005073.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC15A3	SLC15A3	NM_016582.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC17A2	SLC17A2	NM_001286123.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC22A25	SLC22A25	NM_199352.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
